ID,TITRE,PRIX,ARR,LINK,M2,PIECES
178,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6816535228.html,,
179,"Appartement 2 chambres, Rue Custine",1990,18ème arrondissement,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6816534724.html,57,
180,Appartement à Champ de Mars,1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars/6816532319.html,37,
181,Private Studio Just Perfect !!!,850,Paris,https://paris.craigslist.org/apa/d/private-studio-just-perfect/6816348926.html,51,1
182,Furnished studio with amazing views,890,Belleville,https://paris.craigslist.org/apa/d/furnished-studio-with-amazing-views/6816126567.html,22,
183,Your flat in Paris for a long term stay,,,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6816076901.html,,
184,Apartment studio near Marais in Paris,960,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6816076654.html,21,
185,Furnished 2BR apartment (46sqm) rue Berzélius,1550,Paris 17th arrondissement,https://paris.craigslist.org/apa/d/furnished-2br-apartment-46sqm-rue/6816076419.html,46,
186,Apartment studio near Villiers in Paris,950,17th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-villiers-in-paris/6816076206.html,23,
187,570 euro /MO RENT furnished studio close PORTE DE LA VILETTE  metro 5,570,PARIS 19,https://paris.craigslist.org/apa/d/570-euro-mo-rent-furnished-studio-close/6816041262.html,20,1
188,Apartment 5 minutes from Eiffel Tower,129,Paris France 75015,https://paris.craigslist.org/apa/d/apartment-5-minutes-from-eiffel-tower/6815983108.html,68,
189,Paris apartment rental near Commerce,1290,15th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-commerce/6815965088.html,35,
190,Paris apartment rental near Place Monge,1282,5th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-place-monge/6815964541.html,33,
191,Studio rue de Richelieu,900,2ème arrondissement,https://paris.craigslist.org/apa/d/studio-rue-de-richelieu/6815960794.html,18,
192,"Studio 20 sqm, rue de la Fontaine au Roi",1065,11th arrondissement,https://paris.craigslist.org/apa/d/studio-20-sqm-rue-de-la-fontaine-au-roi/6815960283.html,20,
193,Apartment in Paris for monthly rental,,Paris,https://paris.craigslist.org/apa/d/apartment-in-paris-for-monthly-rental/6815960182.html,,
194,Appartement à Champ de Mars à Paris,1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars-paris/6815960164.html,37,
195,"1BR, 50sqm, avenue du General Leclerc",1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6815960033.html,50,
196,Small Studio Feb 20-26,250,,https://paris.craigslist.org/apa/d/small-studio-feb-20-26/6809281879.html,,
197,BEAUTIFUL & CENTRALLY LOCATED BEDROOM APARTMENT,800,PARIS,https://paris.craigslist.org/apa/d/beautiful-centrally-located-bedroom/6815917947.html,,1
198,Second and top floor apartment!,3399,Paris Jaques Bonsergent - Canal Saint Martin,https://paris.craigslist.org/apa/d/second-and-top-floor-apartment/6815914990.html,,
199,Apartment in a luxury residence,2100,North-West Neuilly-sur-Seine-Rue Chauveau,https://paris.craigslist.org/apa/d/apartment-in-luxury-residence/6815912852.html,,
200,Large one bedroom 70m2 apartment,2575,Paris Voltaire - Avenue Parmentier,https://paris.craigslist.org/apa/d/large-one-bedroom-70m2-apartment/6815913657.html,,
201,Apartment with balcony and view over Paris.,2999,North-West St Cloud - Allee Florent Schmitt,https://paris.craigslist.org/apa/d/apartment-with-balcony-and-view-over/6815914625.html,,
202,Vert Bright Apartment!,1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/vert-bright-apartment/6815912487.html,,
203,Stylish and modern rooftop apartment,1850,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/stylish-and-modern-rooftop-apartment/6815911913.html,,
204,Apartment Located in a quiet street,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/apartment-located-in-quiet-street/6815910963.html,,
205,Apartment in a Prime Location!,1399,Paris Chatelet - Rivoli,https://paris.craigslist.org/apa/d/apartment-in-prime-location/6815908419.html,,
206,Nice apartment adjacent to Metro Cambronne,1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/nice-apartment-adjacent-to-metro/6815909963.html,,
207,Charming and quiet studio,1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/charming-and-quiet-studio/6815906944.html,,
208,Furnished apartment with balcony,1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-apartment-with-balcony/6815909619.html,,
209,Studio with elevator in perfect condition,800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-elevator-in-perfect/6815906185.html,,
210,Beautiful Apartment (1 bedroom),1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/beautiful-apartment-1-bedroom/6815906662.html,,
211,Paris apartment rental near Invalides,2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6815890955.html,58,
212,Paris apartment rental near Dupleix,3495,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-dupleix/6815890856.html,107,
213,Paris apartment rental near Buttes Chaumont,1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-buttes/6815890585.html,40,
214,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6815890023.html,,
215,White Lighty Apartment For Renting,550,Rue Lepic,https://paris.craigslist.org/apa/d/white-lighty-apartment-for-renting/6815861705.html,43,1
216,Studio Luxueux Aux Buttes Chaumont,500,Rue Manin,https://paris.craigslist.org/apa/d/studio-luxueux-aux-buttes-chaumont/6815862422.html,27,1
217,Lovely Apartment In Paris,450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6815862137.html,13,1
218,Sunny apartment near Montmartre,45,"6, rue des Islettes",https://paris.craigslist.org/apa/d/sunny-apartment-near-montmartre/6815737965.html,28,1
219,Studio Luxueux Aux Buttes Chaumont,500,Rue Manin,https://paris.craigslist.org/apa/d/studio-luxueux-aux-buttes-chaumont/6815586941.html,27,1
220,BEAUTIFUL & CENTRALLY LOCATED BEDROOM APARTMENT,800,PARIS,https://paris.craigslist.org/apa/d/beautiful-centrally-located-bedroom/6815569178.html,,1
221,580 euro MONTHLY RENT furnished  studio close PORTE DE LA VILETTE,580,paris-pantin,https://paris.craigslist.org/apa/d/580-euro-monthly-rent-furnished-studio/6815275479.html,18,1
222,Paris apartment rental near Notre Dame,1242,"Rue Monge, 5th arrondissement",https://paris.craigslist.org/apa/d/paris-apartment-rental-near-notre-dame/6815269566.html,33,
223,Paris apartment rental near Oberkampf,1150,11th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-oberkampf/6815268756.html,30,
224,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6815264770.html,,
225,Apartment studio near Villiers in Paris,950,17th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-villiers-in-paris/6815264446.html,23,
226,Paris apartment rental near Martyrs,1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6815262978.html,63,
227,"4th district, Studio Rue St Louis en l' Ile",1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6815262472.html,,
228,Studio pour trois personnes,450,Rue Louise Michel,https://paris.craigslist.org/apa/d/studio-pour-trois-personnes/6815175017.html,30,1
229,Charming studio near Boulainvilliers,950,16th arrondissement,https://paris.craigslist.org/apa/d/charming-studio-near-boulainvilliers/6815191037.html,15,
230,"Paris apartment rental on a quiet street, Villa Verlaine",1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6815190873.html,40,
231,Studio Avenue Georges Mandel,1450,16ème arrondissement,https://paris.craigslist.org/apa/d/studio-avenue-georges-mandel/6815190847.html,36,
232,Apartment studio near Charles Michels in Paris,1250,15th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-charles-michels/6815190706.html,34,
233,Paris apartment rental near Montmartre,2400,18th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-montmartre/6815188398.html,63,
234,Apartment studio near Marais in Paris,890,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6815186428.html,14,
235,LOUVRE LOVELY APARTMENT LOCATED IN PARIS,600,Rue Pierre Lescot,https://paris.craigslist.org/apa/d/louvre-lovely-apartment-located-in-paris/6815174875.html,30,1
236,Paris duplex apartment rental near Trocadéro,1950,16th arrondissement,https://paris.craigslist.org/apa/d/paris-duplex-apartment-rental-near/6815185200.html,67,
237,Studio Apartment In Rue des Jeuneurs,550,Paris,https://paris.craigslist.org/apa/d/studio-apartment-in-rue-des-jeuneurs/6815174889.html,15,1
238,White Lighty Apartment For Renting,550,Rue Lepic,https://paris.craigslist.org/apa/d/white-lighty-apartment-for-renting/6815174927.html,43,1
239,Lovely Apartment In Paris,450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6815174949.html,13,1
240,House à Place d'Italie à Paris,1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie-paris/6815157728.html,60,
241,Studio rue de Richelieu,900,2ème arrondissement,https://paris.craigslist.org/apa/d/studio-rue-de-richelieu/6815157635.html,18,
242,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6815157516.html,,
243,Lovely Apartment In Paris,450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6807274387.html,13,1
244,Studio Luxueux Aux Buttes Chaumont,500,Rue Manin,https://paris.craigslist.org/apa/d/studio-luxueux-aux-buttes-chaumont/6807273795.html,27,1
245,Studio pour trois personnes,450,Rue Louise Michel,https://paris.craigslist.org/apa/d/studio-pour-trois-personnes/6800015935.html,30,1
246,Studio pour trois personnes,450,Rue Louise Michel,https://paris.craigslist.org/apa/d/studio-pour-trois-personnes/6800015930.html,30,1
247,The Treasury Montmartre - luxury 2 bed Apartment With Wireless Network,500,Rue Caulaincourt,https://paris.craigslist.org/apa/d/the-treasury-montmartre-luxury-2-bed/6792061919.html,70,1
248,Studio Apartment In Rue des Jeuneurs,550,Paris,https://paris.craigslist.org/apa/d/studio-apartment-in-rue-des-jeuneurs/6807269705.html,15,1
249,Lovely Apartment In Paris,450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6795746681.html,13,1
250,LOUVRE LOVELY APARTMENT LOCATED IN PARIS,600,Rue Pierre Lescot,https://paris.craigslist.org/apa/d/louvre-lovely-apartment-located-in-paris/6792079106.html,30,1
251,Stable Lighty Studio In Molière,400,Rue Molière,https://paris.craigslist.org/apa/d/stable-lighty-studio-in-molire/6799350537.html,30,1
252,Lovely Apartment In Paris,450,Passage Thiéré,https://paris.craigslist.org/apa/d/lovely-apartment-in-paris/6795745170.html,13,1
253,Studio Apartment In Rue des Jeuneurs,550,Paris,https://paris.craigslist.org/apa/d/studio-apartment-in-rue-des-jeuneurs/6792069505.html,15,1
254,Clear little studio Paris 6th Odéon Luxembourg,990,Rue Saint Sulpice,https://paris.craigslist.org/apa/d/clear-little-studio-paris-6th-odon/6814699321.html,16,
255,The Treasury Montmartre - luxury 2 bed Apartment With Wireless Network,500,Rue Caulaincourt,https://paris.craigslist.org/apa/d/the-treasury-montmartre-luxury-2-bed/6799349059.html,70,1
256,The Treasury Montmartre - luxury 2 bed Apartment With Wireless Network,500,Rue Caulaincourt,https://paris.craigslist.org/apa/d/the-treasury-montmartre-luxury-2-bed/6799349125.html,70,1
257,Studio Apartment In Rue des Jeuneurs,550,Paris,https://paris.craigslist.org/apa/d/studio-apartment-in-rue-des-jeuneurs/6792070108.html,15,1
258,Charming studio near Boulainvilliers,950,16th arrondissement,https://paris.craigslist.org/apa/d/charming-studio-near-boulainvilliers/6814603672.html,15,
259,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6814602873.html,,
260,Apartment studio near Charles Michels in Paris,1250,15th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-charles-michels/6814602443.html,34,
261,Furnished 2BR apartment (46sqm) rue Berzélius,1550,Paris 17th arrondissement,https://paris.craigslist.org/apa/d/furnished-2br-apartment-46sqm-rue/6814602259.html,46,
262,580 euro MONTHLY RENT furnished  studio close PORTE DE LA VILETTE,580,Paris-Parc de la Vilette,https://paris.craigslist.org/apa/d/580-euro-monthly-rent-furnished-studio/6814529779.html,20,1
263,Issy Les Moulineaux Furnished 2 room apartment,850,Rue de l'Abbé Derry,https://paris.craigslist.org/apa/d/issy-les-moulineaux-furnished-2-room/6814468398.html,355,1
264,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6814401338.html,,
265,"Studio 20 sqm, rue de la Fontaine au Roi",1065,11th arrondissement,https://paris.craigslist.org/apa/d/studio-20-sqm-rue-de-la-fontaine-au-roi/6814400771.html,20,
266,"4th district, Studio Rue St Louis en l' Ile",1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6814399143.html,,
267,Paris apartment rental near Invalides,2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6814394679.html,58,
268,Paris apartment rental near Martyrs,1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6814394164.html,63,
269,Paris apartment rental near Dupleix,3495,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-dupleix/6814365061.html,107,
270,Appartement à Champ de Mars à Paris,1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars-paris/6814363818.html,37,
271,Apartment studio near Villiers in Paris,950,17th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-villiers-in-paris/6814363546.html,23,
272,Studio rue de Richelieu,900,2ème arrondissement,https://paris.craigslist.org/apa/d/studio-rue-de-richelieu/6814363280.html,18,
273,"Paris apartment rental on a quiet street, Villa Verlaine",1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6814362989.html,40,
274,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6814362664.html,,
275,Large one bedroom 70m2 apartment,2575,Paris Voltaire - Avenue Parmentier,https://paris.craigslist.org/apa/d/large-one-bedroom-70m2-apartment/6814353055.html,,
276,"Offert Charming Studio, Montmartre and Opera",480,rue de l'Agent Bailly 12 - Paris,https://paris.craigslist.org/apa/d/offert-charming-studio-montmartre-and/6793773210.html,28,1
277,Loft apartment next to the Canal Saint Martin,3399,Paris Jaques Bonsergent - Canal Saint Martin,https://paris.craigslist.org/apa/d/loft-apartment-next-to-the-canal-saint/6814353830.html,,
278,Apartment with balcony and view over Paris,2999,North-West St Cloud - Allee Florent,https://paris.craigslist.org/apa/d/apartment-with-balcony-and-view-over/6814353555.html,,
279,Gorgeous apartment in a luxury residence,2100,North-West Neuilly-sur-Seine-Rue Chauveau,https://paris.craigslist.org/apa/d/gorgeous-apartment-in-luxury-residence/6814352587.html,,
280,1 bedroom apartment with elevator and balcony,2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/1-bedroom-apartment-with-elevator-and/6814352809.html,,
281,1-bedroom apartment!,1100,Paris Avenue la Motte Piquet - Boulevard Grenelle,https://paris.craigslist.org/apa/d/1-bedroom-apartment/6814348682.html,,
282,Stylish and modern rooftop apartment,1850,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/stylish-and-modern-rooftop-apartment/6814351775.html,,
283,"Very Bright Apartment, Facing East",1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/very-bright-apartment-facing-east/6814352049.html,,
284,Calm and sunny fully furnished apartment,1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished-apartment/6814348907.html,,
285,Furnished 50m2 apartment with balcony,1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-50m2-apartment-with-balcony/6814350458.html,,
286,Quiet Apartment ( 3rd floor),1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/quiet-apartment-3rd-floor/6814351229.html,,
